x,y
14.131610535668043,199.70241633180405
17.355875395013353,301.2264107272299
22.773006986467546,518.6098472056997
6.2897325101507136,39.560735049246794
20.631691946217877,425.6667125636316
32.07324015328371,1028.6927339302106
12.44376821294924,154.84736733760593
3.3534204764327944,11.245428891758749
47.75259733272685,2280.3105520215513
1.5257347627933349,2.327866566396034
42.813296920756564,1832.9783932248636
42.14962628247581,1776.5909957523754
21.672776909457493,469.7092589671139
47.01665778796407,2210.5661095505225
33.06540683656713,1093.3211292677001
14.336020406565986,205.52148109747637
22.11197854381748,488.93959512224455
40.98052932343242,1679.4037836287046
3.9453282424110228,15.56561494036605
20.31314735551581,412.6239554868989
36.57410663021128,1337.6652757980648
10.720905305309469,114.9378105654127
39.676403135179434,1574.2169657452764
27.228503593530085,741.3914079428807
32.372544034441354,1047.9816072618446
8.580733410043745,73.62898585424095
3.3730396137363727,11.37739623583482
40.017327687907226,1601.3865152813462
17.709058041619624,313.61073672145267
15.252631849912001,232.64277834895
25.13509509202061,631.7730052849186
1.7618192359014018,3.104007019992199
28.361247198110057,804.3603426323056
47.95867222341623,2300.0342414330753
2.395301672193162,5.7374701008113576
17.45479562344354,304.6698902561838
35.36802014638752,1250.8968490752736
1.061161921003717,1.126064622588299
27.10005754897863,734.4131191579536
21.270463972937225,452.43263762402046
26.87674124960583,722.3592201982634
8.191580480295658,67.10199076516083
43.498446209820216,1892.1148226686228
20.92834767488465,437.9957364008498
31.061395605358133,964.8102969525615
23.84013519920182,568.3520463162216
17.374338155665125,301.867626347401
29.224907671046235,854.0952283811771
10.158084869908778,103.18668822426964
36.498138918310964,1332.1141445003254
7.995836242248938,63.933397212861614
1.506288815702006,2.268905996308952
0.8122274784905681,0.6597134768151462
41.69442451295836,1738.4250354667834
38.74531025088873,1501.1990664376233
27.395355691693812,750.5055134744206
38.20783100213547,1459.8383498877445
11.609697944091746,134.78508635304811
46.875295208963635,2197.2933009274893
38.396273837102875,1474.2738445737907
4.567847330075702,20.865229230879724
18.218704662856634,331.9211995923941
19.751788867258423,390.1331634567538
19.7594352215749,390.43528027561473
28.247324125987173,797.911320278577
26.14994584694098,683.8196677979458
39.84620393328694,1587.7199678930913
45.37280922190652,2058.6918166875257
2.606063341282383,6.791566138775899
3.849142430229735,14.815897448194871
20.326772840934787,413.17769412696407
12.667942448523227,160.47676587909666
20.537696661271305,421.7969841503945
30.282184093467755,917.0106734706716
42.978375317916786,1847.1407449677188
39.38127737213842,1550.8850074613015
1.3909087256540886,1.9346270831006809
14.548224352495842,211.65083181055306
36.956251109479396,1365.7644960668972
41.72044125576082,1740.5952185753893
27.115335215491303,735.2414038484628
18.381140914570516,337.8663413212982
17.589312097060965,309.3839000478152
11.642273918568991,135.54254199499178
17.912391696682405,320.8537762953768
5.6269597463332985,31.662675986855298
2.2763939631600394,5.181969475511471
40.26803244999303,1621.5144373936917
9.179076819821185,84.2554512641786
3.2723419773259987,10.708222016569827
32.92913489188067,1084.327924727673
17.835981512640153,318.1222365192413
2.8407926374052317,8.070102808735772
45.40773917166954,2061.8627766823724
46.75656850571781,2186.1766984298824
38.79976397602831,1505.421684595504
7.180459859491078,51.559003793762635
49.565370729626714,2456.7259755653367
13.909835824278888,193.48353265839233
