x,y
0,0.0
10,3.1622776601683795
20,4.47213595499958
30,5.477225575051661
40,6.324555320336759
50,7.0710678118654755
60,7.745966692414834
70,8.366600265340756
80,8.94427190999916
90,9.486832980505138
100,10.0
110,10.488088481701515
120,10.954451150103322
130,11.40175425099138
140,11.832159566199232
150,12.24744871391589
160,12.649110640673518
170,13.038404810405298
180,13.416407864998739
190,13.784048752090222
200,14.142135623730951
210,14.491376746189438
220,14.832396974191326
230,15.165750888103101
240,15.491933384829668
250,15.811388300841896
260,16.1245154965971
270,16.431676725154983
280,16.73320053068151
290,17.029386365926403
300,17.320508075688775
310,17.60681686165901
320,17.88854381999832
330,18.16590212458495
340,18.439088914585774
350,18.708286933869708
360,18.973665961010276
370,19.235384061671343
380,19.493588689617926
390,19.748417658131498
400,20.0
410,20.248456731316587
420,20.493901531919196
430,20.73644135332772
440,20.97617696340303
450,21.213203435596427
460,21.447610589527216
470,21.6794833886788
480,21.908902300206645
490,22.135943621178654
500,22.360679774997898
510,22.58317958127243
520,22.80350850198276
530,23.021728866442675
540,23.2379000772445
550,23.45207879911715
560,23.664319132398465
570,23.874672772626646
580,24.08318915758459
590,24.289915602982237
600,24.49489742783178
610,24.698178070456937
620,24.899799195977465
630,25.099800796022265
640,25.298221281347036
650,25.495097567963924
660,25.69046515733026
670,25.88435821108957
680,26.076809620810597
690,26.267851073127396
700,26.457513110645905
710,26.645825188948457
720,26.832815729997478
730,27.018512172212592
740,27.202941017470888
750,27.386127875258307
760,27.568097504180443
770,27.748873851023216
780,27.92848008753788
790,28.106938645110393
800,28.284271247461902
810,28.460498941515414
820,28.635642126552707
830,28.809720581775867
840,28.982753492378876
850,29.154759474226502
860,29.32575659723036
870,29.49576240750525
880,29.664793948382652
890,29.832867780352597
900,30.0
910,30.166206257996713
920,30.331501776206203
930,30.495901363953813
940,30.659419433511783
950,30.822070014844883
960,30.983866769659336
970,31.144823004794873
980,31.304951684997057
990,31.464265445104548
1000,31.622776601683793
1010,31.78049716414141
1020,31.937438845342623
1030,32.09361307176243
1040,32.2490309931942
1050,32.4037034920393
1060,32.55764119219941
1070,32.71085446759225
1080,32.863353450309965
1090,33.015148038438355
1100,33.166247903554
1110,33.31666249791537
1120,33.46640106136302
1130,33.61547262794322
1140,33.76388603226827
1150,33.91164991562634
1160,34.058772731852805
1170,34.20526275297414
1180,34.351128074635334
1190,34.49637662132068
1200,34.64101615137755
1210,34.785054261852174
1220,34.92849839314596
1230,35.07135583350036
1240,35.21363372331802
1250,35.35533905932738
1260,35.4964786985977
1270,35.63705936241092
1280,35.77708763999664
1290,35.91656999213594
1300,36.05551275463989
1310,36.193922141707716
1320,36.3318042491699
1330,36.46916505762094
1340,36.60601043544625
1350,36.742346141747674
1360,36.87817782917155
1370,37.013511046643494
1380,37.14835124201342
1390,37.282703764614496
1400,37.416573867739416
1410,37.54996671103717
1420,37.68288736283355
1430,37.815340802378074
1440,37.94733192202055
1450,38.07886552931954
1460,38.2099463490856
1470,38.34057902536163
1480,38.47076812334269
1490,38.600518131237564
1500,38.72983346207417
1510,38.8587184554509
1520,38.98717737923585
1530,39.11521443121589
1540,39.242833740697165
1550,39.370039370059054
1560,39.496835316262995
1570,39.6232255123179
1580,39.74921382870358
1590,39.87480407475377
1600,40.0
1610,40.124805295477756
1620,40.24922359499622
1630,40.3732584763727
1640,40.496913462633174
1650,40.620192023179804
1660,40.74309757492672
1670,40.8656334834051
1680,40.98780306383839
1690,41.10960958218893
1700,41.23105625617661
1710,41.352146256270665
1720,41.47288270665544
1730,41.593268686170845
1740,41.71330722922842
1750,41.83300132670378
1760,41.95235392680606
1770,42.07136793592526
1780,42.190046219457976
1790,42.30839160261236
1800,42.42640687119285
1810,42.5440947723653
1820,42.661458015403085
1830,42.77849927241488
1840,42.89522117905443
1850,43.01162633521314
1860,43.12771730569565
1870,43.243496620879306
1880,43.3589667773576
1890,43.474130238568314
1900,43.58898943540674
1910,43.70354676682432
1920,43.81780460041329
1930,43.93176527297759
1940,44.04543109109048
1950,44.15880433163923
1960,44.27188724235731
1970,44.384682042344295
1980,44.49719092257398
1990,44.609416046390926
2000,44.721359549995796
2010,44.83302354291979
2020,44.94441010848846
2030,45.05552130427524
2040,45.16635916254486
2050,45.27692569068709
2060,45.387222871640866
2070,45.4972526643093
2080,45.60701700396552
2090,45.71651780264984
2100,45.8257569495584
2110,45.93473631142341
2120,46.04345773288535
2130,46.151923036857305
2140,46.26013402488151
2150,46.36809247747852
2160,46.475800154489
2170,46.58325879540846
2180,46.69047011971501
2190,46.79743582719036
2200,46.9041575982343
2210,47.01063709417264
2220,47.11687595755899
2230,47.22287581247038
2240,47.32863826479693
2250,47.43416490252569
2260,47.53945729601885
2270,47.644516998286385
2280,47.74934554525329
2290,47.853944456021594
2300,47.958315233127195
2310,48.062459362791664
2320,48.16637831516918
2330,48.27007354458868
2340,48.373546489791295
2350,48.47679857416329
2360,48.579831205964474
2370,48.68264577855234
2380,48.78524367060187
2390,48.88762624632127
2400,48.98979485566356
2410,49.09175083453431
2420,49.193495504995376
2430,49.29503017546495
2440,49.39635614091387
2450,49.49747468305833
2460,49.59838707054898
2470,49.69909455915671
2480,49.79959839195493
2490,49.8998997994986
2500,50.0
2510,50.0999001995014
2520,50.19960159204453
2530,50.299105359837164
2540,50.39841267341661
2550,50.49752469181039
2560,50.59644256269407
2570,50.695167422546305
2580,50.79370039680118
2590,50.89204259999789
2600,50.99019513592785
2610,51.088159097779204
2620,51.18593556827891
2630,51.28352561983234
2640,51.38093031466052
2650,51.478150704935004
2660,51.57518783291051
2670,51.67204273105525
2680,51.76871642217914
2690,51.86520991955976
2700,51.96152422706632
2710,52.05766033928148
2720,52.15361924162119
2730,52.24940191045253
2740,52.3450093132096
2750,52.44044240850758
2760,52.53570214625479
2770,52.630789467763066
2780,52.72570530585627
2790,52.820450584977024
2800,52.91502622129181
2810,53.009433122794285
2820,53.103672189407014
2830,53.19774431308154
2840,53.291650377896914
2850,53.38539126015655
2860,53.47896782848375
2870,53.5723809439155
2880,53.665631459994955
2890,53.75872022286245
2900,53.85164807134504
2910,53.94441583704471
2920,54.037024344425184
2930,54.12947441089743
2940,54.22176684690383
2950,54.31390245600108
2960,54.405882034941776
2970,54.49770637375485
2980,54.589376255824725
2990,54.680892457969264
3000,54.772255750516614
3010,54.86346689738081
3020,54.954526656136345
3030,55.04543577809154
3040,55.136195008360886
3050,55.226805085936306
